Country;Year;pop;ISO3166_alpha3;Region;SubRegion;OPEC;EU;OECD;coalcons_mtoe;gascons_mtoe;geothermal_mtoe;hydro_mtoe;nuclear_mtoe;oilcons_mtoe;solar_mtoe;wind_mtoe
Brunei;1974;0.155109;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1975;0.161671;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1976;0.168224;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1977;0.174773;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1978;0.181257;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1979;0.187656;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1980;0.193949;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1981;0.200085;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1982;0.206128;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1983;0.212136;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1984;0.218227;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1985;0.224512;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1986;0.230972;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1987;0.237622;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1988;0.244458;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1989;0.251514;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1990;0.258785;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1991;0.266274;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1992;0.273963;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1993;0.281751;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1994;0.289525;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1995;0.297192;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1996;0.304699;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1997;0.312038;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1998;0.319222;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;1999;0.326289;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2000;0.333241;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2001;0.340117;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2002;0.346867;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2003;0.353389;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2004;0.359523;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2005;0.365158;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2006;0.37025;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2007;0.374864;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2008;0.379252;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2009;0.383772;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2010;0.388662;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2011;0.394013;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2012;0.399748;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2013;0.405716;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2014;0.411704;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2015;0.417542;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2016;0.423196;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2017;0.428697;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Brunei;2018;0.434076;BRN;Asia Pacific;Asia Pacific;0;0;0;;;;;;;;
Bulgaria;1965;8.22247;BGR;Europe;Europe;0;1;0;5.996;0.048385641;0;0.453;0;3.758854017;0;0
Bulgaria;1966;8.284335;BGR;Europe;Europe;0;1;0;6.183;0.072181857;0;0.455;0;4.288401404;0;0
Bulgaria;1967;8.343387;BGR;Europe;Europe;0;1;0;6.714;0.219718401;0;0.458;0;5.393159931;0;0
Bulgaria;1968;8.399919;BGR;Europe;Europe;0;1;0;7.294;0.336319862;0;0.295;0;6.39192677;0;0
Bulgaria;1969;8.454501;BGR;Europe;Europe;0;1;0;7.333;0.349804385;0;0.416;0;7.848563103;0;0
Bulgaria;1970;8.507476;BGR;Europe;Europe;0;1;0;8.021;0.315696475;0;0.487;0;9.117733711;0;0
Bulgaria;1971;8.558968;BGR;Europe;Europe;0;1;0;7.917;0.24733448;0;0.492;0;10.02829944;0;0
Bulgaria;1972;8.608611;BGR;Europe;Europe;0;1;0;sie.16;0.166638005;0;0.474;0;10.4285964;0;0
Bulgaria;1973;8.655674;BGR;Europe;Europe;0;1;0;8.223;0.167884781;0;0.582;0;10.99640078;0;0
Bulgaria;1974;8.699139;BGR;Europe;Europe;0;1;0;8.083;0.365821152;0;0.471;0.21;11.43482528;0;0
Bulgaria;1975;8.738361;BGR;Europe;Europe;0;1;0;8.474;0.971517627;0;0.555;0.578;12.12045632;0;0
Bulgaria;1976;8.772535;BGR;Europe;Europe;0;1;0;7.899;1.699118659;0;0.668;1.129;12.59556611;0;0
Bulgaria;1977;8.801885;BGR;Europe;Europe;0;1;0;7.867;2.168142734;0;0.797;1.332;13.09429858;0;0
Bulgaria;1978;8.828014;BGR;Europe;Europe;0;1;0;8.388;2.313005159;0;0.658;1.338;13.48218838;0;0
Bulgaria;1979;8.853187;BGR;Europe;Europe;0;1;0;8.649;2.474591574;0;0.75;1.398;13.89165346;0;0
Bulgaria;1980;8.878775;BGR;Europe;Europe;0;1;0;9.072;3.180696475;0;0.839;1.396;14.18921073;0;0
Bulgaria;1981;8.905069;BGR;Europe;Europe;0;1;0;9.212;3.459952709;0;0.818;2.064;12.6471065;0;0
Bulgaria;1982;8.930671;BGR;Europe;Europe;0;1;0;9.678;3.828718831;0;0.689;2.432;12.25553525;0;0
Bulgaria;1983;8.953074;BGR;Europe;Europe;0;1;0;9.641;4.023172829;0;0.758;2.788;11.83542818;0;0
Bulgaria;1984;8.968856;BGR;Europe;Europe;0;1;0;9.656;4.230008598;0;0.737;2.882;11.36534284;0;0
Bulgaria;1985;8.975291;BGR;Europe;Europe;0;1;0;10.078;4.613757524;0;0.505;2.972;10.5020916;0;0
Bulgaria;1986;8.972469;BGR;Europe;Europe;0;1;0;10.359;4.581728289;0;0.526;2.732;11.07024749;0;0
Bulgaria;1987;8.960472;BGR;Europe;Europe;0;1;0;paü.35;5.109458298;0;0.574;2.814;10.63731337;0;0
Bulgaria;1988;8.936557;BGR;Europe;Europe;0;1;0;9.642;4.963413586;0;0.587;3.628;11.29371171;0;0
Bulgaria;1989;8.897446;BGR;Europe;Europe;0;1;0;9.841;5.109479794;0;0.608;3.296;11.01680649;0;0
Bulgaria;1990;8.841371;BGR;Europe;Europe;0;1;0;8.259494;5.418529665;0;0.424944563;3.318323754;10.12566556;0;0
Bulgaria;1991;8.76689;BGR;Europe;Europe;0;1;0;7.382777;4.57605331;0;0.552337421;2.983210391;6.846886846;0;0
Bulgaria;1992;8.676243;BGR;Europe;Europe;0;1;0;7.763461;4.051698194;0;0.466805449;2.613929493;6.086569058;0;0
Bulgaria;1993;8.575889;BGR;Europe;Europe;0;1;0;8.358537;3.77005589;0;0.439426166;3.161741413;6.554564474;0;0
Bulgaria;1994;8.474669;BGR;Europe;Europe;0;1;0;7.651856;3.771517627;0;0.332171788;3.469928045;6.200719939;0;0
Bulgaria;1995;8.37918;BGR;Europe;Europe;0;1;0;7.652807;4.551956148;0;0.523600489;3.90573381;6.346283988;0;0
Bulgaria;1996;8.291872;BGR;Europe;Europe;0;1;0;7.620229;4.650408426;0;0.6604969;4.091505634;5.93187697;0;0
Bulgaria;1997;8.211726;BGR;Europe;Europe;0;1;0;8.68918;3.709995701;0;0.623161515;4.016608589;4.658462221;0;0
Bulgaria;1998;8.137564;BGR;Europe;Europe;0;1;0;8.275892;3.104170249;0;0.700773861;3.823822238;4.913760304;0;0
Bulgaria;1999;8.066883;BGR;Europe;Europe;0;1;0;6.814554;2.689466896;0;0.62293524;3.578313798;4.501651605;0;0
Bulgaria;2000;7.997787;BGR;Europe;Europe;0;1;0;6.293523;2.929342218;0;0.604833235;4.11322804;4.346413856;0;0
Bulgaria;2001;7.930546;BGR;Europe;Europe;0;1;0;7.173548;2.462532244;0;0.393039779;4.424356247;4.648029376;0;0
Bulgaria;2002;7.866086;BGR;Europe;Europe;0;1;0;6.606176;2.183404987;0;0.496447482;4.575734263;4.714888185;0;0
Bulgaria;2003;7.803881;BGR;Europe;Europe;0;1;0;7.396245;2.3072227;0;0.685387157;3.910033036;4.889722658;0;0
Bulgaria;2004;7.743264;BGR;Europe;Europe;0;1;0;7.067615;2.252687016;0;0.71683939;3.804815133;4.777903577;0;0.000226275
Bulgaria;2005;7.683763;BGR;Europe;Europe;0;1;0;6.922609;2.808598452;0;0.981354935;4.220708693;5.215265755;0;0.001131375
Bulgaria;2006;7.624959;BGR;Europe;Europe;0;1;0;7.029215;2.893981083;0;0.958953704;4.410779744;5.37475015;0;0.004525501
Bulgaria;2007;7.566949;BGR;Europe;Europe;0;1;0;7.907957;2.916509028;0;0.650314522;3.313345703;5.270764435;0;0.010634928
Bulgaria;2008;7.510331;BGR;Europe;Europe;0;1;0;7.537818;2.916702494;0;0.639000769;3.56722632;5.07688989;0;0.027605557
Bulgaria;2009;7.45603;BGR;Europe;Europe;0;1;0;6.345089;2.086306965;0;0.785174458;3.452052315;4.648651548;0.000678825;0.053627189
Bulgaria;2010;7.40459;BGR;Europe;Europe;0;1;0;6.882801;2.297742906;0;1.144272978;3.450468389;4.15609554;0.003394126;0.154093316
Bulgaria;2011;7.356213;BGR;Europe;Europe;0;1;0;8.094959;2.630653482;0;0.66004435;3.691451328;3.966923604;0.022853781;0.194822827
Bulgaria;2012;7.310383;BGR;Europe;Europe;0;1;0;6.91556;2.45161221;0;0.729963343;3.571751822;4.206842078;0.184187899;0.276281848
Bulgaria;2013;7.266141;BGR;Europe;Europe;0;1;0;5.94373;2.368357696;0;0.923202245;3.206594108;3.918839879;0.307960357;0.310901932
Bulgaria;2014;7.222145;BGR;Europe;Europe;0;1;0;cze.01;2.35266552;0;1.041996651;3.590227406;4.167083746;0.283296375;0.301172105
Bulgaria;2015;7.177396;BGR;Europe;Europe;0;1;0;6.555161;2.579836629;0;1.280943114;3.479906775;4.725555077;0.312938408;0.328551387
Bulgaria;2016;7.131494;BGR;Europe;Europe;0;1;0;maj.43;2.687059329;0;0.891976286;3.569679821;4.765004449;0.313617233;0.32244196
Bulgaria;2017;7.084571;BGR;Europe;Europe;0;1;0;6.104931;2.763241617;0;0.639929176;3.517558718;4.968374439;0.31745599;0.340332172
Bulgaria;2018;7.036848;BGR;Europe;Europe;0;1;0;5.487172955;2.599247635;0;1.159791959;3.654016768;5.000145217;0.249703316;0.311873158
Canada;1965;19.703883;CAN;North America;North America;0;0;1;15.476;18.63148968;0;26.502;0.028963208;55.27239586;0;0
Canada;1966;20.05196;CAN;North America;North America;0;0;1;15.172;20.39766874;0;29.149;0.03891931;58.23406903;0;0
Canada;1967;20.401082;CAN;North America;North America;0;0;1;15.032;21.66098022;0;30.123;0.034620084;62.17594043;0;0
Canada;1968;20.751373;CAN;North America;North America;0;0;1;16.331;24.12044497;0;30.846;0.207720505;66.19029194;0;0
Canada;1969;21.10223;CAN;North America;North America;0;0;1;15.767;26.9558319;0;33.54;0.119699507;68.92049116;0;0
Canada;1970;21.452737;CAN;North America;North America;0;0;1;16.928;29.77975279;0;35.146;0.234647237;73.49959198;0;0
Canada;1971;21.804269;CAN;North America;North America;0;0;1;16.wrz;31.78549011;0;35.532;0.905;75.4815471;0;0
Canada;1972;22.156208;CAN;North America;North America;0;0;1;15.183;35.7519196;0;38.768;1.517;79.47832063;0;0
Canada;1973;22.503243;CAN;North America;North America;0;0;1;15.637;38.02055675;0;40.465;3.236;83.88260655;0;0
Canada;1974;22.83819;CAN;North America;North America;0;0;1;15.888;38.43333405;0;44.788;3.146;85.30138256;0;0
Canada;1975;23.156209;CAN;North America;North America;0;0;1;15.457;39.688865;0;44.132;lut.67;83.52131129;0;0
Canada;1976;23.456507;CAN;North America;North America;0;0;1;18.mar;40.04103611;0;45.896;3.598;88.11619822;0;0
Canada;1977;23.741589;CAN;North America;North America;0;0;1;23.384;41.99845228;0;44.93;6.056;88.927908;0;0
Canada;1978;24.014082;CAN;North America;North America;0;0;1;19.228;42.39976354;0;49.102;7.452;90.71403081;0;0
Canada;1979;24.278047;CAN;North America;North America;0;0;1;18.207;43.04677558;0;48.111;07.maj;94.46007734;0;0
Canada;1980;24.537422;CAN;North America;North America;0;0;1;22.174668;42.77650473;0;50.349;8.085;93.00309451;0;0
Canada;1981;24.791139;CAN;North America;North America;0;0;1;22.64120569;41.50705073;0;50.925;8.155;87.0195161;0;0
Canada;1982;25.040948;CAN;North America;North America;0;0;1;23.92473966;43.95586844;0;58.358;8.676;78.00553466;0;0
Canada;1983;25.29684;CAN;North America;North America;0;0;1;25.03140824;41.91655202;0;60.205;11.001;73.06823464;0;0
Canada;1984;25.571673;CAN;North America;North America;0;0;1;27.88232063;46.52753654;0;64.771;11.816;73.88028676;0;0
Canada;1985;25.873949;CAN;North America;North America;0;0;1;26.80056368;48.80485512;0;68.72002937;13.696;73.97459341;0;0.000226275
Canada;1986;26.20808;CAN;North America;North America;0;0;1;24.83947167;46.96938844;0;70.30197095;16.129;74.09183434;0;0.000226275
Canada;1987;26.569766;CAN;North America;North America;0;0;1;26.69685679;47.53818573;0;71.56344545;17.485;76.96578043;0;0.000226275
Canada;1988;26.947842;CAN;North America;North America;0;0;1;28.66884016;52.31944089;0;69.57829954;18.754;80.95830536;0;0.000226275
Canada;1989;27.326166;CAN;North America;North America;0;0;1;28.60862711;56.55900774;0;65.72153334;17.9474232;84.00565365;0;0.000226275
Canada;1990;27.69268;CAN;North America;North America;0;0;1;27.13697812;54.82411457;0;66.90576169;16.39589084;82.80149943;0;0.000434265
Canada;1991;28.044606;CAN;North America;North America;0;0;1;26.26793733;55.20298517;0;69.5288935;19.08380037;78.19124945;0;0.000434265
Canada;1992;28.38435;CAN;North America;North America;0;0;1;26.75917168;58.51707911;0;71.31616386;18.10700667;79.7358463;0.000464459;0.013350229
Canada;1993;28.711303;CAN;North America;North America;0;0;1;23.75835961;62.08784845;0;72.90896909;21.10789033;80.03803153;0.000464459;0.013350229
Canada;1994;29.026188;CAN;North America;North America;0;0;1;25.19081399;64.27589574;0;74.18554121;24.23048616;81.42846811;0.000464459;0.013350229
Canada;1995;29.330073;CAN;North America;North America;0;0;1;26.33135091;66.42467756;0;75.58938642;21.98583756;84.58069758;0.000869373;0.013350229
Canada;1996;29.622132;CAN;North America;North America;0;0;1;26.88141301;67.54791488;0;80.23534298;20.84493489;86.93184887;0.001333832;0.014029054
Canada;1997;29.90315;CAN;North America;North America;0;0;1;28.10375466;68.87846088;0;78.8975022;18.54431299;90.30064262;0.001572016;0.014029054
Canada;1998;30.178134;CAN;North America;North America;0;0;1;30.05457629;67.71906707;0;74.86761218;16.06386197;92.15539226;0.002286569;0.014029054
Canada;1999;30.453884;CAN;North America;North America;0;0;1;28.90118945;72.39157352;0;78.06507282;16.51355388;93.95068993;0.003001122;0.03665656
Canada;2000;30.735773;CAN;North America;North America;0;0;1;30.58775198;76.71601462;0;80.72590799;16.35825773;93.94473305;0.003715675;0.059736616
Canada;2001;31.024732;CAN;North America;North America;0;0;1;31.79643164;72.26328461;0;75.01494078;17.23358494;95.31283213;0.004430227;0.074444495
Canada;2002;31.320889;CAN;North America;North America;0;0;1;31.99233305;75.20767412;0;79.03213997;16.9706295;97.97638724;0.00514478;0.091641399
Canada;2003;31.627806;CAN;North America;North America;0;0;1;31.92569504;77.20103181;0;76.05995489;16.82843349;101.3723342;0.00515669;0.156129791
Canada;2004;31.949417;CAN;North America;North America;0;0;1;29.99691889;75.51141445;0;76.57110934;20.30997301;105.0275255;0.003227397;0.213829932
Canada;2005;32.28798;CAN;North America;North America;0;0;1;30.05116079;74.41586414;0;81.90155892;20.68154048;104.1061842;0.004180134;0.351178893
Canada;2006;32.645483;CAN;North America;North America;0;0;1;29.16389605;73.29939811;0;79.84959177;22.01275239;103.4871095;0.005132871;0.553921347
Canada;2007;33.019932;CAN;North America;North America;0;0;1;30.28644788;78.16242476;0;83.18356781;21.00785294;106.7042403;0.006550068;0.673667466
Canada;2008;33.404548;CAN;North America;North America;0;0;1;29.39903984;76.81536973;0;85.41605881;21.575926;105.6724176;0.008014901;0.848673802
Canada;2009;33.789831;CAN;North America;North America;0;0;1;23.48538263;74.43349097;0;83.42476469;20.24370515;99.76239597;0.024731864;1.487811694
Canada;2010;34.168668;CAN;North America;North America;0;0;1;24.76557275;75.90791058;0;79.50961738;20.37108824;107.0680863;0.05751912;1.954326379
Canada;2011;34.538622;CAN;North America;North America;0;0;1;22.18252603;83.86173689;0;85.01690823;21.02957915;110.3672913;0.129338824;2.305199801
Canada;2012;34.900705;CAN;North America;North America;0;0;1;21.07877138;83.58549011;0;86.04496908;21.31567967;107.471962;0.199348328;2.559261438
Canada;2013;35.255495;CAN;North America;North America;0;0;1;20.76767629;89.65075236;0;88.65205044;23.24307682;107.8056898;0.33914106;4.064488392
Canada;2014;35.604728;CAN;North America;North America;0;0;1;19.62889406;94.2328031;0;86.55052242;24.106108;109.6464636;0.479657872;5.099787301
Canada;2015;35.949709;CAN;North America;North America;0;0;1;19.88674934;94.37063629;0;86.48080205;22.87659744;106.9662065;0.655066299;6.10182172
Canada;2016;36.289822;CAN;North America;North America;0;0;1;18.68121029;91.02811694;0;87.60675429;22.72709441;108.7021383;0.685910789;6.602487517
Canada;2017;36.624199;CAN;North America;North America;0;0;1;18.61424088;94.32480653;0;89.71859245;22.7200513;108.7967528;0.744942524;6.57693512
Canada;2018;36.953765;CAN;North America;North America;0;0;1;14.42087635;99.51603959;0;87.62521524;22.63637717;109.9742712;0.802428135;7.279280336
Chad;1965;3.309573;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1966;3.37217;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1967;3.434811;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1968;3.499352;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1969;3.568376;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1970;3.643549;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1971;3.726091;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1972;3.815103;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1973;3.907632;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1974;3.999512;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1975;4.087948;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1976;4.17223;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1977;4.253989;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1978;4.335645;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1979;4.420716;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1980;4.512042;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1981;4.610167;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1982;4.715197;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1983;4.829094;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1984;4.954046;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1985;5.091535;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1986;5.243006;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1987;5.408087;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1988;5.584339;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1989;5.768086;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1990;5.956859;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1991;6.150081;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1992;6.349089;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1993;6.555603;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1994;6.772133;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1995;7.000722;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1996;7.241134;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1997;7.493251;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1998;7.759258;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;1999;8.041846;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2000;8.342559;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2001;8.663012;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2002;9.001689;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2003;9.353201;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2004;9.710043;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2005;10.067009;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2006;10.421597;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2007;10.775708;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2008;11.133861;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2009;11.502786;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2010;11.887202;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2011;12.288651;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2012;12.705135;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2013;13.133589;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2014;13.569438;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2015;14.009413;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2016;14.452543;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2017;14.899994;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chad;2018;15.353184;TCD;Africa;Middle Africa;0;0;0;;;;;;;;
Chile;1965;8.617077;CHL;S. & Cent. America;South America;0;0;1;1.165;0.531195185;0;0.895;0;3.577502806;0;0
Chile;1966;8.806137;CHL;S. & Cent. America;South America;0;0;1;01.lut;0.554729149;0;0.942;0;3.916447834;0;0
Chile;1967;8.997325;CHL;S. & Cent. America;South America;0;0;1;01.lut;0.491691745;0;0.963;0;4.088606051;0;0
Chile;1968;9.188822;CHL;S. & Cent. America;South America;0;0;1;01.lut;0.420249355;0;0.808;0;4.308299351;0;0
Chile;1969;9.378243;CHL;S. & Cent. America;South America;0;0;1;01.lut;0.553048151;0;0.911;0;4.587647688;0;0
Chile;1970;9.563865;CHL;S. & Cent. America;South America;0;0;1;1.283;0.552207653;0;0.974;0;4.842836393;0;0
Chile;1971;9.745189;CHL;S. & Cent. America;South America;0;0;1;1.239;0.563134136;0;0.995;0;5.364534967;0;0
Chile;1972;9.922558;CHL;S. & Cent. America;South America;0;0;1;1.024;0.512704213;0;1.182;0;5.682831184;0;0
Chile;1973;10.096295;CHL;S. & Cent. America;South America;0;0;1;1.112;0.402598882;0;1.203;0;5.408845491;0;0
Chile;1974;10.267056;CHL;S. & Cent. America;South America;0;0;1;1.054;0.419408856;0;1.368;0;5.177742954;0;0
Chile;1975;10.435534;CHL;S. & Cent. America;South America;0;0;1;0.842;0.47572227;0;1.389;0;4.512847951;0;0
Chile;1976;10.601836;CHL;S. & Cent. America;South America;0;0;1;0.85;0.519428203;0;1.411;0;4.784275891;0;0
Chile;1977;10.766419;CHL;S. & Cent. America;South America;0;0;1;0.915;0.53455718;0;1.471;0;4.901388077;0;0
Chile;1978;10.930783;CHL;S. & Cent. America;South America;0;0;1;0.892;0.499256234;0;1.545;0;5.361747779;0;0
Chile;1979;11.096868;CHL;S. & Cent. America;South America;0;0;1;0.987;0.590870593;0;1.571;0;5.411489777;0;0
Chile;1980;11.266226;CHL;S. & Cent. America;South America;0;0;1;01.wrz;0.605159071;0;1.661;0;5.476937375;0;0
Chile;1981;11.439144;CHL;S. & Cent. America;South America;0;0;1;1.088;0.595913586;0;1.718;0;5.65712002;0;0
Chile;1982;11.615836;CHL;S. & Cent. America;South America;0;0;1;0.725;0.616926053;0;1.913;0;5.019241736;0;0
Chile;1983;11.797534;CHL;S. & Cent. America;South America;0;0;1;0.869;0.665674979;0;2.021;0;4.875265238;0;0
Chile;1984;11.985658;CHL;S. & Cent. America;South America;0;0;1;1.172;0.680803955;0;2.113;0;4.877662702;0;0
Chile;1985;12.181028;CHL;S. & Cent. America;South America;0;0;1;1.173;0.679963457;0;2.504864914;0;4.745875084;0;0
Chile;1986;12.384108;CHL;S. & Cent. America;South America;0;0;1;1.114;0.621969046;0;2.676833959;0;5.077374033;0;0
Chile;1987;12.594145;CHL;S. & Cent. America;South America;0;0;1;1.148;0.603478074;0;2.901525094;0;5.30397977;0;0
Chile;1988;12.809025;CHL;S. & Cent. America;South America;0;0;1;01.cze;0.848063199;0;2.841562203;0;5.843615936;0;0
Chile;1989;13.025797;CHL;S. & Cent. America;South America;0;0;1;2.162;1.32294497;0;2.385617957;0;6.463490494;0;0
Chile;1990;13.242132;CHL;S. & Cent. America;South America;0;0;1;lut.46;1.42044282;0;2.023222157;0;6.823349838;0;0
Chile;1991;13.457244;CHL;S. & Cent. America;South America;0;0;1;2.1398;sty.29;0;2.972270897;0;7.608165702;0;0
Chile;1992;13.671033;CHL;S. & Cent. America;South America;0;0;1;sty.02;sty.12;0;3.787878445;0;8.241585387;0;0
Chile;1993;13.882668;CHL;S. & Cent. America;South America;0;0;1;sty.67;1.937578386;0;3.895850342;0;8.984225294;0;0
Chile;1994;14.091389;CHL;S. & Cent. America;South America;0;0;1;lut.17;sty.88;0;3.843388695;0;9.648684819;0;0
Chile;1995;14.296613;CHL;S. & Cent. America;South America;0;0;1;lut.36;sty.08;0;4.166569896;0;10.60672426;0;0
Chile;1996;14.497826;CHL;S. & Cent. America;South America;0;0;1;3.289146;sty.82;0;3.818044983;0;11.2625028;0;0
Chile;1997;14.694835;CHL;S. & Cent. America;South America;0;0;1;4.28183;lut.63;0;4.28636195;0;12.11375366;0;0
Chile;1998;14.887756;CHL;S. & Cent. America;South America;0;0;1;4.0287;mar.97;0;3.606203331;0;12.38336166;0;0
Chile;1999;15.076952;CHL;S. & Cent. America;South America;0;0;1;4.1574;kwi.14;0;3.072136489;0;12.52455217;0;0
Chile;2000;15.262754;CHL;S. & Cent. America;South America;0;0;1;mar.27;6.031;0;4.317554419;0;12.24153195;0;0
